gene	OT2_ID	pident	eval	OT2_description
jg10345	XP_022912992.1	100	4.57e-99	60S ribosomal protein L23
jg10346	XP_022912991.1	100	1.83e-138	fas apoptotic inhibitory molecule 1
jg10347	XP_022912988.1	99.52	0	fumarylacetoacetase
jg10348	XP_022913001.1	100	0	glutamate decarboxylase
jg10349	XP_022912977.1	99.533	4.51e-160	uncharacterized protein LOC111423830
jg10350	XP_022913044.1	100	0	nose resistant to fluoxetine protein 6-like
jg10351	XP_022912893.1	98.715	0	phosphatidate phosphatase LPIN2
jg10351.t2	XP_022912893.1	99.896	0	phosphatidate phosphatase LPIN2
jg10352	XP_022912889.1	100	0	CDK-activating kinase assembly factor MAT1
jg10353	XP_022912890.1	100	1.95e-150	ras-like protein 2
jg10354	XP_022912934.1	99.859	0	myb-related protein B isoform X2
jg10357	XP_022912958.1	97.665	1.89e-177	putative gustatory receptor 28b
jg10358	XP_022912957.1	98.092	0	gustatory receptor for bitter taste 66a-like
jg10359	XP_022913017.1	99.777	0	myrosinase 1-like
jg1036	XP_022904063.1	100	7.19e-148	uncharacterized protein LOC111416324
jg10360	XP_022913016.1	92.424	4.88e-177	transmembrane protease serine 9-like
jg10362	XP_022913016.1	71.756	4.3e-124	transmembrane protease serine 9-like
jg10363	XP_022913016.1	93.487	3.26e-176	transmembrane protease serine 9-like
jg10364	XP_022913048.1	100	0	lysosomal aspartic protease-like
jg10365	XP_022912955.1	95.833	3.98e-114	uncharacterized protein LOC111423817
jg10366	XP_022912981.1	100	6.88e-177	CCR4-NOT transcription complex subunit 10
jg10366.t2	XP_022912981.1	99.704	0	CCR4-NOT transcription complex subunit 10
jg10366.t3	XP_022912981.1	99.52	0	CCR4-NOT transcription complex subunit 10
jg10367	XP_022912983.1	99.494	0	putative gustatory receptor 28b
jg10368	XP_022912927.1	100	0	endochitinase A isoform X1
jg10369	XP_022913093.1	99.784	0	proton-coupled folate transporter-like
jg10370	XP_022913015.1	89.293	0	putative gustatory receptor 28a
jg10371	XP_022913094.1	100	0	TLD domain-containing protein 1
jg10372	XP_022913092.1	100	0	oxysterol-binding protein-related protein 3-like
jg10373	XP_022913098.1	100	0	probable 39S ribosomal protein L45, mitochondrial
jg10374	XP_022913099.1	99.177	1.34e-180	UPF0568 protein C14orf166 homolog
jg10376	XP_022913095.1	98.387	0	uncharacterized protein LOC111423932
jg10377	XP_022913097.1	96.203	1.03e-105	uncharacterized protein LOC111423933
jg10378	XP_022913014.1	99.57	0	protein artichoke-like
jg10379	XP_022913101.1	100	1.09e-52	probable protein BRICK1-B
jg1038	XP_022902992.1	66.667	3.31e-167	uncharacterized protein LOC111415500
jg1038.t2	XP_022902992.1	65.659	2.04e-153	uncharacterized protein LOC111415500
jg10380	XP_022913012.1	95.743	0	tetratricopeptide repeat protein 37
jg10382	XP_022912964.1	99.438	7.27e-135	39S ribosomal protein L13, mitochondrial
jg10383	XP_022912894.1	100	0	putative RNA-binding protein 15B
jg10384	XP_022912967.1	100	0	UBX domain-containing protein 6
jg10386	XP_022912998.1	99.76	0	dystroglycan
jg10387	XP_022912915.1	100	0	protein NEDD1-like
jg10389	XP_022909834.1	99.785	0	alpha-L-fucosidase-like
jg1039	XP_022909002.1	32.889	8.12e-30	uncharacterized protein LOC111420274
jg10390	XP_022909727.1	100	7.4e-85	uncharacterized protein LOC111420901
jg10392	XP_022909722.1	100	0	transcriptional-regulating factor 1 isoform X1
jg10392.t2	XP_022909726.1	100	0	transcriptional-regulating factor 1 isoform X4
jg10393	XP_022909762.1	99.688	0	odorant receptor 49b-like
jg10394	XP_022909840.1	98.534	0	odorant receptor 67c-like
jg10395	XP_022909841.1	36.314	1.96e-90	odorant receptor 30a-like
jg10396	XP_022909841.1	99.18	0	odorant receptor 30a-like
jg10397	XP_022909762.1	40.179	2.73e-79	odorant receptor 49b-like
jg10398	XP_022909695.1	99.664	0	intron-binding protein aquarius isoform X1
jg10399	XP_022909700.1	99.779	0	probable G-protein coupled receptor Mth-like 5
jg104	XP_022904966.1	100	0	GATA zinc finger domain-containing protein 10-like
jg1040	XP_022909001.1	51.064	2.66e-45	protein ALP1-like isoform X2
jg10400	XP_022909702.1	100	0	G-protein coupled receptor Mth2-like
jg10401	XP_022909696.1	99.563	0	intron-binding protein aquarius isoform X2
jg10402	XP_022909705.1	100	0	testis-specific serine/threonine-protein kinase 1
jg10403	XP_022909706.1	99.216	0	protein SDE2 homolog
jg10404	XP_022909704.1	100	0	serine protease easter
jg10405	XP_022909842.1	100	0	melanization protease 1-like
jg10407	XP_022909703.1	99.458	0	UPF0160 protein C27H6.8
jg10408	XP_022909843.1	100	0	chymotrypsin-2-like
jg10409	XP_022909697.1	99.917	0	NADPH oxidase 5 isoform X1
jg10410	XP_022909708.1	100	9.25e-168	glycine, alanine and asparagine-rich protein-like
jg10411	XP_022909709.1	100	1.12e-166	polyglutamine-repeat protein pqn-41-like
jg10412	XP_022909707.1	100	2.68e-170	uncharacterized protein CG45076-like
jg10413	XP_022909811.1	99.275	0	brachyurin-like
jg10414	XP_022909831.1	97.464	0	brachyurin-like
jg10415	XP_022909844.1	98.635	0	transmembrane protease serine 9-like
jg10416	XP_022909844.1	100	0	transmembrane protease serine 9-like
jg10417	XP_022909845.1	99.257	0	brachyurin-like
jg10418	XP_022909846.1	100	0	brachyurin-like
jg10419	XP_022909847.1	98.524	0	brachyurin-like
jg10420	XP_022909856.1	100	0	brachyurin-like
jg10421	XP_022909827.1	99.644	0	brachyurin-like
jg10422	XP_022909848.1	100	0	odorant receptor 4-like
jg10423	XP_022909828.1	100	0	brachyurin-like
jg10424	XP_022909832.1	99.652	0	brachyurin-like
jg10425	XP_022909761.1	100	0	probable cleavage and polyadenylation specificity factor subunit 2
jg10426	XP_022909687.1	96.875	1.97e-58	ETS-like protein pointed isoform X1
jg10427	XP_022909689.1	100	4.37e-131	ETS-like protein pointed isoform X3
jg10428	XP_022909689.1	100	0	ETS-like protein pointed isoform X3
jg10429	XP_022909713.1	99.821	0	chromosome-associated kinesin KIF4B-like isoform X1
jg10430	XP_022909716.1	100	0	uncharacterized protein LOC111420896 isoform X2
jg10431	XP_022909720.1	99.587	0	isopentenyl-diphosphate Delta-isomerase 1 isoform X1
jg10432	XP_022909733.1	99.017	0	39S ribosomal protein L37, mitochondrial
jg10433	XP_022909812.1	100	0	two pore potassium channel protein sup-9
jg10435	XP_022909735.1	100	0	uncharacterized protein LOC111420908
jg10436	XP_022909734.1	100	0	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
jg10437	XP_022909826.1	99.194	0	probable leucine--tRNA ligase, mitochondrial
jg10438	XP_022909730.1	98.746	0	uncharacterized protein LOC111420903
jg10439	XP_022909728.1	99.802	0	integrin alpha-PS4-like isoform X1
jg10440	XP_022909763.1	100	0	DDB1- and CUL4-associated factor 5
jg10441	XP_022909771.1	100	0	mRNA export factor
jg10442	XP_022909741.1	100	2.72e-57	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
jg10443	XP_022909737.1	99.935	0	low-density lipoprotein receptor-related protein 1 isoform X1
jg10444	XP_022909751.1	99.275	2.58e-98	40S ribosomal protein S12
jg10445	XP_022909747.1	95.909	4.52e-152	synaptosomal-associated protein 25 isoform X3
jg10445.t2	XP_022909745.1	95.909	2.14e-151	synaptosomal-associated protein 25 isoform X1
jg10445.t3	XP_022909746.1	95.909	1.67e-151	synaptosomal-associated protein 25 isoform X2
jg10446	XP_022909779.1	98.728	0	HSPB1-associated protein 1 isoform X2
jg10447	XP_022909776.1	99.762	0	zinc finger MYND domain-containing protein 10
jg10448	XP_022909710.1	99.821	0	alpha-mannosidase 2
jg10449	XP_022909711.1	100	0	adenylate kinase 7-like
jg1045	XP_022910339.1	98.8	0	zinc finger BED domain-containing protein 1-like
jg10450	XP_022909756.1	100	9.37e-94	ribonuclease P protein subunit rpr2-like
jg10451	XP_022909753.1	100	1.83e-164	UPF0692 protein CG33108
jg10452	XP_022909752.1	99.287	0	dnaJ homolog subfamily C member 1
jg10453	XP_022909799.1	100	6.1e-126	protein lethal(2)essential for life-like
jg10455	XP_022909837.1	100	0	dynein beta chain, ciliary-like
jg10456	XP_022909836.1	100	0	E3 ubiquitin-protein ligase DCST1
jg10457	XP_022909798.1	100	1.03e-93	nephrin-like
jg10458	XP_022913183.1	96.875	2.95e-109	uncharacterized protein LOC111424023
jg10459	XP_022913183.1	98.113	1.24e-30	uncharacterized protein LOC111424023
jg1046	XP_022906886.1	86	4.91e-56	uncharacterized protein LOC111418581
jg10460	XP_022909798.1	97.744	2.71e-87	nephrin-like
jg10461	XP_022915416.1	58.198	0	uncharacterized protein LOC111425550
jg10462	XP_022909798.1	99.8	0	nephrin-like
jg10463	XP_022909742.1	100	5.61e-134	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
jg10464	XP_022909732.1	100	0	beta-1,3-galactosyltransferase 1-like
jg10465	XP_022909833.1	98.831	0	uncharacterized protein LOC111420961
jg10466	XP_022909817.1	99.757	0	G patch domain-containing protein 4
jg10467	XP_022909692.1	97.797	0	uncharacterized protein DDB_G0283697-like
jg10468	XP_022909816.1	100	1.19e-104	uncharacterized protein LOC111420946
jg10469	XP_022909814.1	100	1.28e-140	uncharacterized protein LOC111420945
jg10470	XP_022909813.1	98.039	5.19e-149	uncharacterized protein LOC111420944
jg10471	XP_022909851.1	84.375	2.2e-40	glycine-rich cell wall structural protein-like
jg10472	XP_022909838.1	99.669	0	uncharacterized protein LOC111420969
jg10473	XP_022909736.1	100	0	uncharacterized protein LOC111420909
jg10474	XP_022909855.1	99.497	7.39e-146	uncharacterized protein LOC111420983
jg10475	XP_022909693.1	99.882	0	enhancer of polycomb homolog 1
jg10476	XP_022909694.1	100	6.22e-167	translin
jg10477	XP_022909760.1	100	8.21e-90	iron-sulfur cluster assembly 2 homolog, mitochondrial
jg10478	XP_022909759.1	99.138	0	separin isoform X2
jg10478.t2	XP_022909759.1	99.655	0	separin isoform X2
jg10479	XP_022909830.1	100	0	WW domain-containing oxidoreductase
jg1048	XP_022910596.1	100	2.1e-73	uncharacterized protein K02A2.6-like
jg10480	XP_022909820.1	100	5.35e-102	protein FAM136A-like
jg10481	XP_022909819.1	100	0	protein phosphatase 1 regulatory subunit 21
jg10482	XP_022909800.1	100	0	homeobox protein invected
jg10483	XP_022911171.1	49.107	2.08e-33	uncharacterized protein LOC111422199
jg10484	XP_022909835.1	98.995	0	homeobox protein engrailed-1a-like
jg10486.t2	XP_022914010.1	35.135	8.24e-26	KRAB-A domain-containing protein 2-like
jg10487	XP_022909822.1	100	0	guanine deaminase isoform X2
jg10488	XP_022920932.1	99.432	5.29e-127	uncharacterized protein LOC111429294
jg10489	XP_022909823.1	98.507	0	uncharacterized protein LOC111420952
jg1049	XP_022912208.1	96.271	0	uncharacterized protein LOC111423194, partial
jg10490	XP_022909824.1	99.119	2.18e-171	uncharacterized protein LOC111420953 isoform X1
jg10494	XP_022909770.1	98.881	0	beta-chimaerin
jg10494.t2	XP_022909770.1	100	0	beta-chimaerin
jg10495	XP_022909785.1	100	0	phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like isoform X5
jg10495.t2	XP_022909786.1	100	0	phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like isoform X6
jg10495.t3	XP_022909785.1	100	0	phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like isoform X5
jg10496	XP_022909773.1	100	7.45e-169	protein N-terminal glutamine amidohydrolase isoform X2
jg10497	XP_022909775.1	99.315	2.77e-107	uncharacterized protein LOC111420932
jg10498	XP_022909768.1	100	1.41e-153	cyclin-dependent kinase 2-interacting protein-like isoform X1
jg10499	XP_022909764.1	100	0	poly(A) RNA polymerase, mitochondrial isoform X1
jg105	XP_022904961.1	99.922	0	voltage-dependent calcium channel subunit alpha-2/delta-3 isoform X1
jg10500	XP_022909744.1	99.916	0	kinesin-like protein Klp98A isoform X2
jg10501	XP_022909852.1	98.387	0	putative uncharacterized protein DDB_G0282133
jg10502	XP_022909806.1	100	0	AMP deaminase 2 isoform X5
jg10502.t2	XP_022909806.1	98.71	0	AMP deaminase 2 isoform X5
jg10502.t3	XP_022909806.1	100	0	AMP deaminase 2 isoform X5
jg10503	XP_022915415.1	98.834	0	probable kinetochore protein ndc80
jg10504	XP_022914878.1	100	0	thioredoxin-like protein 1
jg10505	XP_022914877.1	88.295	0	uncharacterized protein LOC111425215
jg10506	XP_022915023.1	100	0	maspardin-like
jg10507	XP_022915420.1	100	0	coiled-coil domain-containing protein 112-like
jg10508	XP_022915281.1	100	0	stomatin-like protein 2, mitochondrial
jg10509	XP_022914792.1	95.012	0	protein krasavietz
jg1051	XP_022913143.1	30.846	2.29e-24	piggyBac transposable element-derived protein 4-like
jg10510	XP_022915490.1	100	0	retina and anterior neural fold homeobox protein 2-like
jg10511	XP_022915454.1	100	0	retinal homeobox protein Rx1-like
jg10514	XP_022915117.1	100	0	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial
jg10515	XP_022911049.1	99.394	1.47e-113	uncharacterized protein LOC111422075, partial
jg10517	XP_022915508.1	100	0	homeobox protein orthopedia-like isoform X2
jg10517.t2	XP_022915507.1	100	0	homeobox protein orthopedia-like isoform X1
jg10518	XP_022915658.1	99.694	0	glucose dehydrogenase [FAD, quinone]-like
jg10523	XP_022914957.1	100	0	zwei Ig domain protein zig-8-like
jg10524	XP_022915020.1	100	1.47e-164	E3 ubiquitin-protein ligase MARCH3-like
jg10525	XP_022914945.1	99.955	0	dnaJ homolog subfamily C member 13
jg10526	XP_022914982.1	99.16	1.08e-85	macrophage migration inhibitory factor homolog
jg10527	XP_022910812.1	50.685	6.03e-21	52 kDa repressor of the inhibitor of the protein kinase-like
jg10528	XP_022914969.1	99.749	0	tyrosine-protein kinase receptor torso
jg10529	XP_022914716.1	99.043	4.67e-152	vesicle transport protein USE1
jg1053	XP_022902544.1	93.814	1.59e-58	piggyBac transposable element-derived protein 4-like
jg10530	XP_022914703.1	99.504	0	uncharacterized protein LOC111425144
jg10534	XP_022908230.1	100	0	putative transcription factor SOX-14
jg10538	XP_022908238.1	100	5.84e-99	serine/threonine-protein kinase MARK2-like isoform X2
jg1054	XP_022902691.1	97.009	7.78e-166	piggyBac transposable element-derived protein 4-like
jg10541	XP_022908238.1	100	0	serine/threonine-protein kinase MARK2-like isoform X2
jg10541.t2	XP_022908238.1	99.825	0	serine/threonine-protein kinase MARK2-like isoform X2
jg10542	XP_022908240.1	100	0	nucleoporin SEH1
jg10543	XP_022908259.1	100	0	anillin-like isoform X1
jg10543.t2	XP_022908260.1	100	0	uncharacterized protein LOC111419649 isoform X2
jg10544	XP_022908256.1	100	1.01e-172	uncharacterized protein LOC111419648
jg10545	XP_022908245.1	100	0	glycine, alanine and asparagine-rich protein-like
jg10546	XP_022908262.1	99.415	2.89e-122	uncharacterized protein LOC111419651
jg10547	XP_022908248.1	99.621	0	uncharacterized protein LOC111419644
jg10548	XP_022908247.1	99.858	0	tRNA (cytosine(34)-C(5))-methyltransferase
jg10549	XP_022908235.1	100	0	centrosomal protein of 104 kDa
jg1055	XP_022907617.1	38.723	3.75e-47	uncharacterized protein LOC111419095
jg10550	XP_022908234.1	99.506	0	uncharacterized protein LOC111419633
jg10551	XP_022908255.1	99.822	0	CD109 antigen
jg10552	XP_022908232.1	100	1.18e-174	ER membrane protein complex subunit 7 homolog
jg10553	XP_022908243.1	100	0	uncharacterized protein LOC111419639
jg10554	XP_022908242.1	100	0	uncharacterized protein LOC111419638
jg10555	XP_022908233.1	99.708	0	adenosine deaminase-like protein
jg10556	XP_022908244.1	100	0	LIM and SH3 domain protein F42H10.3
jg10557	XP_022908231.1	82.006	0	golgin IMH1-like
jg10558	XP_022908261.1	100	2.81e-88	uncharacterized protein LOC111419650
jg10559	XP_022908250.1	99.875	0	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 isoform X2
jg10559.t2	XP_022908250.1	99.871	0	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 isoform X2
jg10559.t3	XP_022908251.1	99.87	0	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 isoform X3
jg1056	XP_022903266.1	48.936	1.62e-42	uncharacterized protein LOC111415685
jg10560	XP_022912079.1	99.704	0	spatacsin-like
jg10561	XP_022899680.1	96.154	0	protein dead ringer-like isoform X1
jg10562	XP_022899672.1	100	0	GTP-binding protein Rit1
jg10563	XP_022899679.1	99.576	0	translation initiation factor IF-2, mitochondrial isoform X3
jg10564	XP_022899675.1	100	0	NSFL1 cofactor p47-like
jg10565	XP_022921324.1	99.685	0	uncharacterized protein LOC111429597, partial
jg10566	XP_022921322.1	100	3.03e-163	U11/U12 small nuclear ribonucleoprotein 35 kDa protein-like
jg10567	XP_022921319.1	99.827	0	hepatoma-derived growth factor-related protein 2
jg10568	XP_022921320.1	100	1.1e-170	RNA-binding motif protein, X-linked 2-like
jg10569	XP_022899691.1	99.01	0	mitochondrial tRNA-specific 2-thiouridylase 1, partial
jg10570	XP_022899668.1	100	6.62e-154	DNA-directed RNA polymerase III subunit RPC7
jg10573	XP_022911517.1	39.073	9.51e-24	papilin isoform X3
jg10574	XP_022899658.1	98.324	0	uncharacterized protein LOC111429598
jg10574.t2	XP_022899686.1	98.714	0	uncharacterized protein LOC111413080
jg10574.t3	XP_022899658.1	98.324	0	uncharacterized protein LOC111429598
jg10577	XP_022899659.1	100	3.74e-94	uncharacterized protein LOC111413063
jg10579	XP_022899692.1	92.857	6.93e-77	uncharacterized protein LOC111413084
jg1058	XP_022921007.1	100	1.12e-65	piggyBac transposable element-derived protein 4-like isoform X3
jg10582	XP_022921317.1	99.464	0	uncharacterized protein LOC111429590 isoform X2
jg10583	XP_022921315.1	99.915	0	uncharacterized protein LOC111429589
jg10584	XP_022899662.1	100	0	cyclin-dependent kinase 6 isoform X1
jg10585	XP_022899674.1	99.635	0	uncharacterized protein LOC111413074
jg10586	XP_022899685.1	100	0	uncharacterized protein LOC111413079
jg10587	XP_022921312.1	98.266	0	uncharacterized protein LOC111429588 isoform X1
jg10587.t2	XP_022921313.1	97.971	0	uncharacterized protein LOC111429588 isoform X2
jg10588	XP_022899687.1	73.828	0	uncharacterized protein LOC111413081
jg10589	XP_022899687.1	99.691	0	uncharacterized protein LOC111413081
jg10590	XP_022899695.1	99.835	0	angiotensin-converting enzyme-like
jg10591	XP_022899660.1	99.05	0	ankyrin repeat, PH and SEC7 domain containing protein secG-like
jg10592	XP_022899699.1	99.492	0	receptor-interacting serine/threonine-protein kinase 4-like isoform X1
jg10593	XP_022899696.1	100	0	mothers against decapentaplegic homolog 3
jg10594	XP_022899693.1	94.555	0	juvenile hormone esterase-like isoform X1
jg10596	XP_022899664.1	98.675	3.87e-107	deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial
jg10597	XP_022899671.1	99.487	0	nucleolin-like
jg10598	XP_022921311.1	99.772	0	WD repeat, SAM and U-box domain-containing protein 1-like
jg10599	XP_022902595.1	81.466	1.05e-125	putative nuclease HARBI1
jg106	XP_022904965.1	99.643	0	histone-lysine N-methyltransferase eggless
jg10600	XP_022921309.1	99.631	0	bromodomain adjacent to zinc finger domain protein 2B isoform X10
jg10600.t2	XP_022921301.1	99.817	0	bromodomain adjacent to zinc finger domain protein 2B isoform X3
jg10601	XP_022899670.1	99.835	0	unconventional myosin-Va
jg10603	XP_022915372.1	100	0	probable nuclear hormone receptor HR3 isoform X2
jg10604	XP_022915111.1	98.337	0	uncharacterized protein LOC111425362
jg10605	XP_022915111.1	98.839	0	uncharacterized protein LOC111425362
jg10606	XP_022915334.1	99.048	1.32e-148	transcription factor CP2
jg10606.t2	XP_022915334.1	100	0	transcription factor CP2
